date,isin,nav
2024-03-04,IE0004488262,5.0550
2024-03-05,IE0004488262,5.0700
2024-03-06,IE0004488262,5.0790
2024-03-07,IE0004488262,5.0940
2024-03-08,IE0004488262,5.0990
2024-03-11,IE0004488262,5.1110
2024-03-12,IE0004488262,5.1590
2024-03-13,IE0004488262,5.1720
2024-03-14,IE0004488262,5.1510
2024-03-15,IE0004488262,5.1630
2024-03-18,IE0004488262,5.1630
2024-03-19,IE0004488262,5.2130
2024-03-20,IE0004488262,5.2480
2024-03-21,IE0004488262,5.3170
2024-03-22,IE0004488262,5.2990
2024-03-25,IE0004488262,5.2940
2024-03-26,IE0004488262,5.3150
2024-03-27,IE0004488262,5.3500
2024-03-28,IE0004488262,5.3870
2024-03-29,IE0004488262,5.3870
2024-04-02,IE0004488262,5.3520
2024-04-03,IE0004488262,5.3470
2024-04-04,IE0004488262,5.3150
2024-04-05,IE0004488262,5.3310
2024-04-08,IE0004488262,5.3500
2024-04-09,IE0004488262,5.3130
2024-04-10,IE0004488262,5.3070
2024-04-11,IE0004488262,5.2700
2024-04-12,IE0004488262,5.2460
2024-04-15,IE0004488262,5.2380
2024-04-16,IE0004488262,5.1610
2024-04-17,IE0004488262,5.1750
2024-04-18,IE0004488262,5.2220
2024-04-19,IE0004488262,5.2550
2024-04-22,IE0004488262,5.3370
2024-04-23,IE0004488262,5.3860
2024-04-24,IE0004488262,5.3700
2024-04-26,IE0004488262,5.3660
2024-04-29,IE0004488262,5.3670
2024-04-30,IE0004488262,5.3370
2024-05-02,IE0004488262,5.3760
2024-05-03,IE0004488262,5.3580
2024-05-07,IE0004488262,5.4520
2024-05-08,IE0004488262,5.4800
2024-05-10,IE0004488262,5.5370
2024-05-13,IE0004488262,5.5090
2024-05-14,IE0004488262,5.5350
2024-05-15,IE0004488262,5.5680
2024-05-16,IE0004488262,5.5700
2024-05-17,IE0004488262,5.6010
2024-05-21,IE0004488262,5.5810
2024-05-22,IE0004488262,5.5540
2024-05-23,IE0004488262,5.5020
2024-05-24,IE0004488262,5.5130
2024-05-27,IE0004488262,5.5210
2024-05-28,IE0004488262,5.4820
2024-05-29,IE0004488262,5.4400
2024-05-30,IE0004488262,5.4650
2024-05-31,IE0004488262,5.5050
2024-06-04,IE0004488262,5.4330
2024-06-05,IE0004488262,5.4360
2024-06-06,IE0004488262,5.4470
2024-06-07,IE0004488262,5.4560
2024-06-10,IE0004488262,5.4610
2024-06-11,IE0004488262,5.3740
2024-06-12,IE0004488262,5.3630
2024-06-13,IE0004488262,5.3290
2024-06-14,IE0004488262,5.3150
2024-06-17,IE0004488262,5.3390
2024-06-18,IE0004488262,5.3800
2024-06-19,IE0004488262,5.3830
2024-06-20,IE0004488262,5.4200
2024-06-21,IE0004488262,5.3920
2024-06-24,IE0004488262,5.4450
2024-06-25,IE0004488262,5.4230
2024-06-26,IE0004488262,5.4020
2024-06-27,IE0004488262,5.3820
2024-06-28,IE0004488262,5.4110
2024-07-01,IE0004488262,5.4520
2024-07-02,IE0004488262,5.4630
2024-07-03,IE0004488262,5.4730
2024-07-04,IE0004488262,5.4970
2024-07-05,IE0004488262,5.4560
2024-07-08,IE0004488262,5.4570
2024-07-09,IE0004488262,5.4760
2024-07-10,IE0004488262,5.5220
2024-07-11,IE0004488262,5.5410
2024-07-12,IE0004488262,5.5280
2024-07-15,IE0004488262,5.5570
2024-07-16,IE0004488262,5.6180
2024-07-17,IE0004488262,5.6270
2024-07-18,IE0004488262,5.5980
2024-07-19,IE0004488262,5.5570
2024-07-22,IE0004488262,5.6000
2024-07-23,IE0004488262,5.6330
2024-07-24,IE0004488262,5.5800
2024-07-25,IE0004488262,5.5570
2024-07-26,IE0004488262,5.6010
2024-07-29,IE0004488262,5.6050
2024-07-30,IE0004488262,5.6620
2024-07-31,IE0004488262,5.6600
2024-08-01,IE0004488262,5.5360
2024-08-02,IE0004488262,5.2980
2024-08-06,IE0004488262,5.1870
2024-08-07,IE0004488262,5.2560
2024-08-08,IE0004488262,5.3040
2024-08-09,IE0004488262,5.3320
2024-08-12,IE0004488262,5.3250
2024-08-13,IE0004488262,5.3570
2024-08-14,IE0004488262,5.3810
2024-08-16,IE0004488262,5.5070
2024-08-19,IE0004488262,5.5200
2024-08-20,IE0004488262,5.4780
2024-08-21,IE0004488262,5.4690
2024-08-22,IE0004488262,5.4880
2024-08-23,IE0004488262,5.5310
2024-08-26,IE0004488262,5.5420
2024-08-27,IE0004488262,5.5570
2024-08-28,IE0004488262,5.5850
2024-08-29,IE0004488262,5.6280
2024-08-30,IE0004488262,5.6720
2024-09-02,IE0004488262,5.6780
2024-09-03,IE0004488262,5.6440
2024-09-04,IE0004488262,5.6060
2024-09-05,IE0004488262,5.6000
2024-09-06,IE0004488262,5.4940
2024-09-09,IE0004488262,5.5770
2024-09-10,IE0004488262,5.5320
2024-09-11,IE0004488262,5.5270
2024-09-12,IE0004488262,5.5510
2024-09-13,IE0004488262,5.5700
2024-09-16,IE0004488262,5.6020
2024-09-17,IE0004488262,5.6280
2024-09-18,IE0004488262,5.6260
2024-09-19,IE0004488262,5.7020
2024-09-20,IE0004488262,5.6830
2024-09-23,IE0004488262,5.6740
2024-09-24,IE0004488262,5.6600
2024-09-25,IE0004488262,5.6080
2024-09-26,IE0004488262,5.6940
2024-09-27,IE0004488262,5.7150
2024-09-30,IE0004488262,5.7120
2024-10-01,IE0004488262,5.6810
2024-10-02,IE0004488262,5.7020
2024-10-03,IE0004488262,5.6700
2024-10-04,IE0004488262,5.7850
2024-10-07,IE0004488262,5.7750
2024-10-08,IE0004488262,5.7510
2024-10-09,IE0004488262,5.7970
2024-10-10,IE0004488262,5.8170
2024-10-11,IE0004488262,5.8920
2024-10-14,IE0004488262,5.9350
2024-10-15,IE0004488262,5.9580
2024-10-16,IE0004488262,6.0060
2024-10-17,IE0004488262,6.0580
2024-10-18,IE0004488262,6.0610
2024-10-21,IE0004488262,6.0020
2024-10-22,IE0004488262,6.0030
2024-10-23,IE0004488262,5.9900
2024-10-24,IE0004488262,5.9930
2024-10-25,IE0004488262,5.9250
2024-10-29,IE0004488262,5.9890
2024-10-30,IE0004488262,5.9590
2024-10-31,IE0004488262,5.9170
2024-11-04,IE0004488262,5.9000
2024-11-05,IE0004488262,5.9410
2024-11-06,IE0004488262,6.2200
2024-11-07,IE0004488262,6.1470
2024-11-08,IE0004488262,6.1730
2024-11-11,IE0004488262,6.3070
2024-11-12,IE0004488262,6.2590
2024-11-13,IE0004488262,6.2620
2024-11-14,IE0004488262,6.2920
2024-11-15,IE0004488262,6.3330
2024-11-18,IE0004488262,6.3360
2024-11-19,IE0004488262,6.3030
2024-11-20,IE0004488262,6.3160
2024-11-21,IE0004488262,6.3900
2024-11-22,IE0004488262,6.4800
2024-11-25,IE0004488262,6.4770
2024-11-26,IE0004488262,6.4680
2024-11-27,IE0004488262,6.4290
2024-11-29,IE0004488262,6.4620
2024-12-02,IE0004488262,6.4810
2024-12-03,IE0004488262,6.4430
2024-12-04,IE0004488262,6.4240
2024-12-05,IE0004488262,6.4430
2024-12-06,IE0004488262,6.4430
2024-12-09,IE0004488262,6.3680
2024-12-10,IE0004488262,6.4000
2024-12-11,IE0004488262,6.4360
2024-12-12,IE0004488262,6.4270
2024-12-13,IE0004488262,6.4050
2024-12-16,IE0004488262,6.3920
2024-12-17,IE0004488262,6.3300
2024-12-18,IE0004488262,6.2160
2024-12-19,IE0004488262,6.2360
2024-12-20,IE0004488262,6.2740
2024-12-23,IE0004488262,6.2930
2024-12-24,IE0004488262,6.3430
2024-12-30,IE0004488262,6.3130
2024-12-31,IE0004488262,6.3260
2025-01-02,IE0004488262,6.3600
2025-01-03,IE0004488262,6.3800
2025-01-07,IE0004488262,6.3580
2025-01-08,IE0004488262,6.3960
2025-01-09,IE0004488262,6.3950
2025-01-10,IE0004488262,6.2980
2025-01-13,IE0004488262,6.3340
2025-01-14,IE0004488262,6.3550
2025-01-15,IE0004488262,6.4820
2025-01-16,IE0004488262,6.5160
2025-01-17,IE0004488262,6.5550
2025-01-20,IE0004488262,6.5280
2025-01-21,IE0004488262,6.5590
2025-01-22,IE0004488262,6.5310
2025-01-23,IE0004488262,6.5820
2025-01-24,IE0004488262,6.5320
2025-01-27,IE0004488262,6.5650
2025-01-28,IE0004488262,6.6050
2025-01-29,IE0004488262,6.6240
2025-01-30,IE0004488262,6.6760
2025-01-31,IE0004488262,6.6660
2025-02-04,IE0004488262,6.6180
2025-02-05,IE0004488262,6.6430
2025-02-06,IE0004488262,6.7550
2025-02-07,IE0004488262,6.7440
2025-02-10,IE0004488262,6.7170
2025-02-11,IE0004488262,6.7120
2025-02-12,IE0004488262,6.6870
2025-02-13,IE0004488262,6.6980
2025-02-14,IE0004488262,6.6790
2025-02-17,IE0004488262,6.7110
2025-02-18,IE0004488262,6.7690
2025-02-19,IE0004488262,6.7620
2025-02-20,IE0004488262,6.6490
2025-02-21,IE0004488262,6.6150
2025-02-24,IE0004488262,6.6130
2025-02-25,IE0004488262,6.5970
2025-02-26,IE0004488262,6.6260
2025-02-27,IE0004488262,6.6890
2025-02-28,IE0004488262,6.7720
2025-03-03,IE0004488262,6.7250
2025-03-04,IE0004488262,6.5040
2025-03-05,IE0004488262,6.4730
2025-03-06,IE0004488262,6.4240
2025-03-07,IE0004488262,6.3660
2025-03-10,IE0004488262,6.2320
2025-03-11,IE0004488262,6.1340
2025-03-12,IE0004488262,6.1870
2025-03-13,IE0004488262,6.1800
2025-03-14,IE0004488262,6.2990
2025-03-18,IE0004488262,6.3730
2025-03-19,IE0004488262,6.4340
2025-03-20,IE0004488262,6.4390
2025-03-21,IE0004488262,6.4430
2025-03-24,IE0004488262,6.5140
2025-03-25,IE0004488262,6.5410
2025-03-26,IE0004488262,6.5350
2025-03-27,IE0004488262,6.5190
2025-03-28,IE0004488262,6.4170
2025-03-31,IE0004488262,6.4270
2025-04-01,IE0004488262,6.4450
2025-04-02,IE0004488262,6.4560
2025-04-03,IE0004488262,6.0500
2025-04-04,IE0004488262,5.6670
2025-04-07,IE0004488262,5.5700
2025-04-08,IE0004488262,5.6410
2025-04-09,IE0004488262,5.7660
2025-04-10,IE0004488262,5.7180
2025-04-11,IE0004488262,5.6940
2025-04-14,IE0004488262,5.7880
2025-04-15,IE0004488262,5.8700
2025-04-16,IE0004488262,5.7990
2025-04-17,IE0004488262,5.8340
2025-04-22,IE0004488262,5.8370
2025-04-23,IE0004488262,5.9860
2025-04-24,IE0004488262,6.0240
2025-04-28,IE0004488262,6.0550
2025-04-29,IE0004488262,6.1040
2025-04-30,IE0004488262,6.1190
2025-05-02,IE0004488262,6.2240
2025-05-06,IE0004488262,6.2130
2025-05-07,IE0004488262,6.2260
2025-05-08,IE0004488262,6.3060
2025-05-12,IE0004488262,6.4820
2025-05-13,IE0004488262,6.4940
2025-05-14,IE0004488262,6.4930
2025-05-15,IE0004488262,6.5110
2025-05-16,IE0004488262,6.5510
2025-05-19,IE0004488262,6.5230
2025-05-20,IE0004488262,6.5130
2025-05-21,IE0004488262,6.4230
2025-05-22,IE0004488262,6.4360
2025-05-23,IE0004488262,6.3750
2025-05-26,IE0004488262,6.3800
2025-05-27,IE0004488262,6.4660
2025-05-28,IE0004488262,6.4540
2025-05-30,IE0004488262,6.4680
2025-06-03,IE0004488262,6.4730
2025-06-04,IE0004488262,6.4470
2025-06-05,IE0004488262,6.4410
2025-06-06,IE0004488262,6.5120
2025-06-10,IE0004488262,6.4700
2025-06-11,IE0004488262,6.4490
2025-06-12,IE0004488262,6.3910
2025-06-13,IE0004488262,6.3020
2025-06-16,IE0004488262,6.3620
2025-06-17,IE0004488262,6.3390
2025-06-18,IE0004488262,6.3580
2025-06-19,IE0004488262,6.3400
2025-06-20,IE0004488262,6.3510
2025-06-24,IE0004488262,6.4520
2025-06-25,IE0004488262,6.4410
2025-06-26,IE0004488262,6.4480
2025-06-27,IE0004488262,6.4720
2025-06-30,IE0004488262,6.4910
2025-07-01,IE0004488262,6.4820
2025-07-02,IE0004488262,6.4900
2025-07-03,IE0004488262,6.5520
2025-07-04,IE0004488262,6.5280
2025-07-07,IE0004488262,6.5220
2025-07-08,IE0004488262,6.5120
2025-07-09,IE0004488262,6.5370
2025-07-10,IE0004488262,6.5640
2025-07-11,IE0004488262,6.5180
2025-07-14,IE0004488262,6.5380
2025-07-15,IE0004488262,6.4950
2025-07-16,IE0004488262,6.5130
2025-07-17,IE0004488262,6.5660
2025-07-18,IE0004488262,6.5590
2025-07-21,IE0004488262,6.5340
2025-07-22,IE0004488262,6.5370
2025-07-23,IE0004488262,6.5940
2025-07-24,IE0004488262,6.6030
2025-07-25,IE0004488262,6.6250
2025-07-28,IE0004488262,6.6370
2025-07-29,IE0004488262,6.6760
2025-07-30,IE0004488262,6.6880
2025-07-31,IE0004488262,6.6730
2025-08-01,IE0004488262,6.5290
2025-08-05,IE0004488262,6.5820
2025-08-06,IE0004488262,6.5960
2025-08-07,IE0004488262,6.5920
2025-08-08,IE0004488262,6.6170
2025-08-11,IE0004488262,6.6400
2025-08-12,IE0004488262,6.6790
2025-08-13,IE0004488262,6.6820
2025-08-14,IE0004488262,6.7340
2025-08-18,IE0004488262,6.6870
2025-08-19,IE0004488262,6.6860
2025-08-20,IE0004488262,6.7080
2025-08-21,IE0004488262,6.7170
2025-08-22,IE0004488262,6.7540
2025-08-25,IE0004488262,6.7410
2025-08-26,IE0004488262,6.7520
2025-08-27,IE0004488262,6.7740
2025-08-28,IE0004488262,6.7520
2025-08-29,IE0004488262,6.7370
2025-09-01,IE0004488262,6.7360
2025-09-02,IE0004488262,6.6990
2025-09-03,IE0004488262,6.6880
2025-09-04,IE0004488262,6.7520
2025-09-05,IE0004488262,6.6550
2025-09-08,IE0004488262,6.6680
2025-09-09,IE0004488262,6.7030
2025-09-10,IE0004488262,6.7060
2025-09-11,IE0004488262,6.7640
2025-09-12,IE0004488262,6.7550
2025-09-15,IE0004488262,6.7530
2025-09-16,IE0004488262,6.6840
2025-09-17,IE0004488262,6.7140
2025-09-19,IE0004488262,6.7660
2025-09-22,IE0004488262,6.7510
2025-09-23,IE0004488262,6.7320
2025-09-24,IE0004488262,6.7250
2025-09-25,IE0004488262,6.7320
2025-09-26,IE0004488262,6.7710
2025-09-29,IE0004488262,6.7670
2025-09-30,IE0004488262,6.7470
2025-10-01,IE0004488262,6.7240
2025-10-02,IE0004488262,6.7160
2025-10-03,IE0004488262,6.7430
2025-10-06,IE0004488262,6.7510
2025-10-07,IE0004488262,6.7640
2025-10-08,IE0004488262,6.7720
2025-10-09,IE0004488262,6.7610
2025-10-10,IE0004488262,6.6680
2025-10-13,IE0004488262,6.7120
2025-10-14,IE0004488262,6.7380
2025-10-15,IE0004488262,6.7310
2025-10-16,IE0004488262,6.6270
2025-10-17,IE0004488262,6.5950
2025-10-20,IE0004488262,6.6730
2025-10-21,IE0004488262,6.6950
2025-10-22,IE0004488262,6.6720
2025-10-23,IE0004488262,6.6780
2025-10-24,IE0004488262,6.7170
2025-10-28,IE0004488262,6.7330
2025-10-29,IE0004488262,6.6960
2025-10-30,IE0004488262,6.7400
2025-10-31,IE0004488262,6.7530
2025-11-03,IE0004488262,6.7580
2025-11-04,IE0004488262,6.7840
2025-11-05,IE0004488262,6.7930
2025-11-06,IE0004488262,6.7620
2025-11-07,IE0004488262,6.7540
2025-11-10,IE0004488262,6.8110
2025-11-11,IE0004488262,6.8290
2025-11-12,IE0004488262,6.8940
2025-11-13,IE0004488262,6.8250
2025-11-14,IE0004488262,6.7730
2025-11-17,IE0004488262,6.6980
2025-11-18,IE0004488262,6.6440
2025-11-19,IE0004488262,6.6700
2025-11-20,IE0004488262,6.6620
2025-11-21,IE0004488262,6.6970
2025-11-24,IE0004488262,6.7160
2025-11-25,IE0004488262,6.7660
2025-11-26,IE0004488262,6.8160
2025-11-27,IE0004488262,6.8200
2025-11-28,IE0004488262,6.8450
2025-12-01,IE0004488262,6.8090
2025-12-02,IE0004488262,6.8320
2025-12-03,IE0004488262,6.8460
2025-12-04,IE0004488262,6.8750
2025-12-05,IE0004488262,6.8850
2025-12-09,IE0004488262,6.8890
2025-12-10,IE0004488262,6.9420
2025-12-11,IE0004488262,6.9980
2025-12-12,IE0004488262,6.9970
2025-12-15,IE0004488262,7.0280
2025-12-16,IE0004488262,6.9860
2025-12-17,IE0004488262,6.9990
2025-12-18,IE0004488262,7.0320
2025-12-19,IE0004488262,7.0820
2025-12-22,IE0004488262,7.1150
2025-12-23,IE0004488262,7.1320
2025-12-24,IE0004488262,7.1490
2025-12-30,IE0004488262,7.1210
2025-12-31,IE0004488262,7.0850
2026-01-02,IE0004488262,7.1210
2026-01-05,IE0004488262,7.2410
2026-01-07,IE0004488262,7.2000
2026-01-08,IE0004488262,7.2360
2026-01-09,IE0004488262,7.2350
2026-01-12,IE0004488262,7.1950
2026-01-13,IE0004488262,7.1540
2026-01-14,IE0004488262,7.1520
2026-01-15,IE0004488262,7.2190
2026-01-16,IE0004488262,7.2180
2026-01-19,IE0004488262,7.2030
2026-01-20,IE0004488262,7.0560
2026-01-21,IE0004488262,7.0690
2026-01-22,IE0004488262,7.1170
2026-01-23,IE0004488262,7.0300
2026-01-26,IE0004488262,7.0070
2026-01-27,IE0004488262,6.9950
2026-01-28,IE0004488262,6.9860
2026-01-29,IE0004488262,7.0440
2026-01-30,IE0004488262,7.0580
2026-02-03,IE0004488262,7.1550
2026-02-04,IE0004488262,7.1950
2026-02-05,IE0004488262,7.1020
2026-02-06,IE0004488262,7.1820
2026-02-09,IE0004488262,7.1770
2026-02-10,IE0004488262,7.1380
2026-02-11,IE0004488262,7.0790
2026-02-12,IE0004488262,6.9590
2026-02-13,IE0004488262,6.9160
2026-02-16,IE0004488262,6.9180
2026-02-17,IE0004488262,6.9800
2026-02-18,IE0004488262,7.0640
2026-02-19,IE0004488262,7.0410
2026-02-20,IE0004488262,7.0860
2026-02-23,IE0004488262,6.9290
2026-02-24,IE0004488262,6.9130
2026-02-25,IE0004488262,7.0070
2026-02-26,IE0004488262,7.0640
2026-02-27,IE0004488262,6.9360
2026-03-02,IE0004488262,6.9240
2026-03-03,IE0004488262,6.8630
2026-03-04,IE0004488262,6.8690
2026-03-05,IE0004488262,6.8520
2026-03-06,IE0004488262,6.7510
2026-03-09,IE0004488262,6.6800
2026-03-10,IE0004488262,6.7330
2026-03-11,IE0004488262,6.7100
2026-03-12,IE0004488262,6.5880
2026-03-13,IE0004488262,6.5910
2026-03-16,IE0004488262,6.6270
2026-03-18,IE0004488262,6.6470
2026-03-19,IE0004488262,6.5790
2026-03-20,IE0004488262,6.5420
2026-03-23,IE0004488262,6.5810
2026-03-24,IE0004488262,6.6120
2026-03-25,IE0004488262,6.6770
2026-03-26,IE0004488262,6.6160
2026-03-27,IE0004488262,6.5050
2026-03-30,IE0004488262,6.5580
2026-03-31,IE0004488262,6.6460
2026-04-01,IE0004488262,6.7230
2026-04-02,IE0004488262,6.7310
2026-04-07,IE0004488262,6.7520
2026-04-08,IE0004488262,6.9490
2026-04-09,IE0004488262,6.9620
2026-04-10,IE0004488262,6.9280
2026-04-13,IE0004488262,7.0080
2026-04-14,IE0004488262,7.0250
2026-04-15,IE0004488262,7.0740
2026-04-16,IE0004488262,7.0680
2026-04-17,IE0004488262,7.1360
2026-04-20,IE0004488262,7.1400
2026-04-21,IE0004488262,7.1140
2026-04-22,IE0004488262,7.0900
2026-04-23,IE0004488262,7.0390
2026-04-24,IE0004488262,6.9940
2026-04-27,IE0004488262,7.0240
2026-04-28,IE0004488262,7.0700
2026-04-29,IE0004488262,7.0610
2026-04-30,IE0004488262,7.0910
2026-05-05,IE0004488262,7.0470
2026-05-06,IE0004488262,7.1280
2026-05-07,IE0004488262,7.0890
2026-05-08,IE0004488262,7.0310
2026-05-11,IE0004488262,7.0250
2026-05-12,IE0004488262,7.0400
2026-05-13,IE0004488262,7.0270
2026-05-15,IE0004488262,7.0580
2026-05-18,IE0004488262,7.1000
2026-05-19,IE0004488262,7.0780
2026-05-20,IE0004488262,7.1620
2026-05-21,IE0004488262,7.1970
2026-05-22,IE0004488262,7.2190
2026-05-26,IE0004488262,7.2300
2026-05-27,IE0004488262,7.1900
2026-05-28,IE0004488262,7.1310
2026-05-29,IE0004488262,7.1700
2026-06-03,IE0004488262,7.1050
2026-06-04,IE0004488262,7.2040
2026-06-05,IE0004488262,7.2220
2026-06-08,IE0004488262,7.2090
2026-06-09,IE0004488262,7.2380
2026-06-10,IE0004488262,7.2050
2026-06-11,IE0004488262,7.2670
2026-06-12,IE0004488262,7.3640
2026-06-15,IE0004488262,7.3980
2026-06-16,IE0004488262,7.4710
2026-06-17,IE0004488262,7.4840
2026-06-18,IE0004488262,7.5010
2026-06-19,IE0004488262,7.4880
2026-06-22,IE0004488262,7.5470
2026-06-24,IE0004488262,7.5320
2026-06-25,IE0004488262,7.5250
2026-06-26,IE0004488262,7.4970
2026-06-29,IE0004488262,7.4910
2026-06-30,IE0004488262,7.5060
2026-07-01,IE0004488262,7.6040
2026-07-02,IE0004488262,7.6850
2026-07-03,IE0004488262,7.7050
2026-07-06,IE0004488262,7.7860
2026-07-07,IE0004488262,7.7700
2026-07-08,IE0004488262,7.6420
2026-07-09,IE0004488262,7.7160
2026-07-10,IE0004488262,7.7580
2026-07-13,IE0004488262,7.7870
2026-07-14,IE0004488262,7.8260
2026-07-15,IE0004488262,7.8940
2026-07-16,IE0004488262,7.8940
2026-07-17,IE0004488262,7.8020
2026-07-20,IE0004488262,7.7930
2026-07-21,IE0004488262,7.8350
2016-07-26,IE0004621052,3.5900
2016-07-27,IE0004621052,3.6070
2016-07-28,IE0004621052,3.5880
2016-07-29,IE0004621052,3.5680
2016-08-02,IE0004621052,3.5350
2016-08-03,IE0004621052,3.5550
2016-08-04,IE0004621052,3.5880
2016-08-05,IE0004621052,3.6400
2016-08-08,IE0004621052,3.6410
2016-08-09,IE0004621052,3.6430
2016-08-10,IE0004621052,3.6190
2016-08-11,IE0004621052,3.6270
2016-08-12,IE0004621052,3.6240
2016-08-16,IE0004621052,3.5980
2016-08-17,IE0004621052,3.5900
2016-08-18,IE0004621052,3.5750
2016-08-19,IE0004621052,3.5820
2016-08-22,IE0004621052,3.5780
2016-08-23,IE0004621052,3.5920
2016-08-24,IE0004621052,3.5960
2016-08-25,IE0004621052,3.5890
2016-08-26,IE0004621052,3.5920
2016-08-29,IE0004621052,3.6320
2016-08-30,IE0004621052,3.6330
2016-08-31,IE0004621052,3.6310
2016-09-01,IE0004621052,3.6280
2016-09-02,IE0004621052,3.6470
2016-09-05,IE0004621052,3.6530
2016-09-06,IE0004621052,3.6410
2016-09-07,IE0004621052,3.6490
2016-09-08,IE0004621052,3.6150
2016-09-09,IE0004621052,3.5570
2016-09-12,IE0004621052,3.5950
2016-09-13,IE0004621052,3.5640
2016-09-14,IE0004621052,3.5720
2016-09-15,IE0004621052,3.6220
2016-09-16,IE0004621052,3.6330
2016-09-19,IE0004621052,3.6270
2016-09-20,IE0004621052,3.6310
2016-09-21,IE0004621052,3.6790
2016-09-22,IE0004621052,3.6720
2016-09-23,IE0004621052,3.6480
2016-09-26,IE0004621052,3.6090
2016-09-27,IE0004621052,3.6640
2016-09-28,IE0004621052,3.6760
2016-09-29,IE0004621052,3.6530
2016-09-30,IE0004621052,3.6680
2016-10-03,IE0004621052,3.6640
2016-10-04,IE0004621052,3.6770
2016-10-05,IE0004621052,3.6790
2016-10-06,IE0004621052,3.6900
2016-10-07,IE0004621052,3.6790
2016-10-10,IE0004621052,3.7030
2016-10-11,IE0004621052,3.6910
2016-10-12,IE0004621052,3.6930
2016-10-13,IE0004621052,3.6670
2016-10-14,IE0004621052,3.6880
2016-10-17,IE0004621052,3.6830
2016-10-18,IE0004621052,3.7140
2016-10-19,IE0004621052,3.7200
2016-10-20,IE0004621052,3.7250
2016-10-21,IE0004621052,3.7580
2016-10-24,IE0004621052,3.7880
2016-10-25,IE0004621052,3.7810
2016-10-26,IE0004621052,3.7500
2016-10-27,IE0004621052,3.7350
2016-10-28,IE0004621052,3.7330
2016-11-02,IE0004621052,3.6240
2016-11-03,IE0004621052,3.6050
2016-11-04,IE0004621052,3.5830
2016-11-07,IE0004621052,3.6800
2016-11-08,IE0004621052,3.6900
2016-11-09,IE0004621052,3.7080
2016-11-10,IE0004621052,3.6950
2016-11-11,IE0004621052,3.7130
2016-11-14,IE0004621052,3.7090
2016-11-15,IE0004621052,3.7460
2016-11-16,IE0004621052,3.7900
2016-11-17,IE0004621052,3.8170
2016-11-18,IE0004621052,3.8410
2016-11-21,IE0004621052,3.8600
2016-11-22,IE0004621052,3.8730
2016-11-23,IE0004621052,3.8730
2016-11-24,IE0004621052,3.8670
2016-11-25,IE0004621052,3.8660
2016-11-28,IE0004621052,3.8670
2016-11-29,IE0004621052,3.8610
2016-11-30,IE0004621052,3.8290
2016-12-01,IE0004621052,3.7530
2016-12-02,IE0004621052,3.7430
2016-12-05,IE0004621052,3.7570
2016-12-06,IE0004621052,3.7640
2016-12-07,IE0004621052,3.8170
2016-12-09,IE0004621052,3.9290
2016-12-12,IE0004621052,3.8920
2016-12-13,IE0004621052,3.9220
2016-12-14,IE0004621052,3.9080
2016-12-15,IE0004621052,3.9990
2016-12-16,IE0004621052,3.9770
2016-12-19,IE0004621052,3.9890
2016-12-20,IE0004621052,4.0200
2016-12-21,IE0004621052,3.9920
2016-12-22,IE0004621052,3.9690
2016-12-23,IE0004621052,3.9710
2016-12-29,IE0004621052,3.9460
2016-12-30,IE0004621052,3.8970
2017-01-03,IE0004621052,3.9770
2017-01-04,IE0004621052,3.9660
2017-01-05,IE0004621052,3.9330
2017-01-09,IE0004621052,3.9810
2017-01-10,IE0004621052,3.9670
2017-01-11,IE0004621052,4.0290
2017-01-12,IE0004621052,3.9600
2017-01-13,IE0004621052,3.9810
2017-01-16,IE0004621052,3.9850
2017-01-17,IE0004621052,3.9400
2017-01-18,IE0004621052,3.9530
2017-01-19,IE0004621052,3.9690
2017-01-20,IE0004621052,3.9640
2017-01-23,IE0004621052,3.9430
2017-01-24,IE0004621052,3.9750
2017-01-25,IE0004621052,4.0190
2017-01-26,IE0004621052,4.0380
2017-01-27,IE0004621052,4.0350
2017-01-30,IE0004621052,4.0140
2017-01-31,IE0004621052,3.9570
2017-02-01,IE0004621052,3.9860
2017-02-02,IE0004621052,3.9770
2017-02-03,IE0004621052,4.0090
2017-02-06,IE0004621052,4.0270
2017-02-07,IE0004621052,4.0560
2017-02-08,IE0004621052,4.0580
2017-02-09,IE0004621052,4.0770
2017-02-10,IE0004621052,4.0990
2017-02-13,IE0004621052,4.1280
2017-02-14,IE0004621052,4.1490
2017-02-15,IE0004621052,4.1620
2017-02-16,IE0004621052,4.1390
2017-02-17,IE0004621052,4.1600
2017-02-20,IE0004621052,4.1620
2017-02-21,IE0004621052,4.2110
2017-02-22,IE0004621052,4.2150
2017-02-23,IE0004621052,4.1950
2017-02-24,IE0004621052,4.2070
2017-02-27,IE0004621052,4.1890
2017-02-28,IE0004621052,4.1670
2017-03-01,IE0004621052,4.2410
2017-03-02,IE0004621052,4.2280
2017-03-03,IE0004621052,4.2180
2017-03-06,IE0004621052,4.1990
2017-03-07,IE0004621052,4.2080
2017-03-08,IE0004621052,4.2190
2017-03-09,IE0004621052,4.2120
2017-03-10,IE0004621052,4.2050
2017-03-13,IE0004621052,4.2080
2017-03-14,IE0004621052,4.2070
2017-03-15,IE0004621052,4.2300
2017-03-16,IE0004621052,4.2050
2017-03-20,IE0004621052,4.2020
2017-03-21,IE0004621052,4.1260
2017-03-22,IE0004621052,4.1500
2017-03-23,IE0004621052,4.1460
2017-03-24,IE0004621052,4.1450
2017-03-27,IE0004621052,4.1170
